Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
42,48.0,-46.0,52.0,3.17,108,0.00,0.00,0.00
43,57.0,35.0,10.0,3.16,27,0.00,0.00,0.00
44,-30.0,-82.0,10.0,3.16,27,0.00,0.00,0.00
45,45.0,-49.0,-41.0,3.15,27,0.00,0.00,0.00
46,33.0,-61.0,-41.0,3.15,27,0.00,0.00,0.00
47,-60.0,-31.0,49.0,3.15,81,0.00,0.00,0.00
48,24.0,44.0,37.0,3.13,135,0.00,0.00,0.00
49,-42.0,-61.0,-41.0,3.13,189,0.00,0.00,0.00
50,18.0,-85.0,46.0,3.12,54,0.00,0.00,0.00
51,18.0,59.0,-2.0,3.12,27,0.00,0.00,0.00
52,-33.0,-79.0,10.0,3.09,54,0.00,0.00,0.00
53,33.0,35.0,-14.0,3.09,54,0.00,0.00,0.00
54,-45.0,-70.0,7.0,3.09,27,0.00,0.00,0.00
55,33.0,-55.0,-8.0,3.09,27,0.00,0.00,0.00
56,57.0,-10.0,16.0,3.09,27,0.00,0.00,0.00
57,-15.0,-64.0,10.0,3.08,27,0.00,0.00,0.00
58,-39.0,-16.0,-23.0,3.04,27,0.00,0.00,0.00
59,9.0,-52.0,-44.0,3.03,27,0.00,0.00,0.00
60,33.0,23.0,7.0,3.02,27,0.00,0.00,0.00
61,-54.0,-52.0,19.0,3.02,27,0.00,0.00,0.00
62,24.0,32.0,55.0,3.01,27,0.00,0.00,0.00
63,6.0,-82.0,10.0,3.01,27,0.00,0.00,0.00
64,-51.0,-64.0,-41.0,3.00,27,0.00,0.00,0.00
